insert_date,close,scode,m1,m2,k0,k1,k2,k3,k4,k5,n0_ov,n0_lv,n1_lv,n1_hv,n1_ov,n1_cv,n2_lv,n2_ov,n2_cv,n2_hv,n3_lv,n3_ov,n3_cv,n3_hv,wc,wh,wl,wo,wcp,whp,wlp,wop
2018-10-24,55800,002724,11.6,10.06,3.47,6.99,0,6.79,6.79,-0.18,0,-1.38,-2.51,4.3,4.3,-2.33,-6.97,-1.47,-2.57,-1.47,-3.77,-0.56,-2.64,-0.19,-3.72,-1.3,-4.84,-1.68,-5.14,-2.75,-6.24,-3.12
2018-10-24,139300,603880,0,0,4.55,11.28,2.74,9.5,6.57,-1.61,10.03,10.03,-3.3,7.61,4.74,-1.72,-9.72,-7.3,-7.96,-5.04,1.19,1.59,2.06,7.94,1.34,7.17,0.47,0.87,-6.06,-0.66,-6.87,-6.5
2018-10-24,78800,002333,9.29,2.87,2.05,10.34,4.58,7.53,2.82,-2.55,6.98,0.7,-7.99,1.52,-2.92,-5.58,-9.54,-6.59,-5.24,-3.23,-5.67,0.85,-3.69,1.99,-2.3,3.45,-4.32,2.3,-8.74,-3.36,-10.62,-4.44
2018-10-25,40300,002575,1.77,0,0.64,6.27,0.78,3.72,2.93,-2.39,10.11,8.2,-8.93,-3.23,-3.97,-6.7,-3.72,-1.6,1.86,3.46,-8.09,-3.66,-6.01,-0.26,-2.7,3.24,-4.86,-0.27,-4.26,1.6,-6.38,-1.86
2018-10-25,77400,002451,3.06,3.06,8.23,13.32,0,11.68,11.68,-1.44,6.68,6.68,-2.97,9.95,9.95,-1.55,-9.97,-8.14,-8.79,-1.84,-5.61,-1.44,-3.6,0.14,-4.29,-0.57,-6.29,-2.14,-12.07,-8.66,-13.91,-10.1
2018-10-25,31800,002504,0,0,0.02,9.9,0.62,5.57,4.92,-3.93,10.03,10.03,-7.86,1.26,0.63,-4.09,-4.92,-1.31,-3.61,3.28,-5.78,-4.42,-3.74,-2.04,-5.98,-4.32,-7.97,-6.64,-7.21,-5.57,-9.18,-7.87
2018-10-25,221900,002856,10.89,9.42,-0.45,9.11,2.78,5.47,2.61,-3.34,0.55,-0.79,-10,-1.8,-4.46,-6.89,-8.42,-1.45,-4.89,1.16,-3,-1.02,-2.8,1.07,-6.19,-2.46,-6.39,-4.47,-7.55,-3.87,-7.74,-5.86
2018-10-25,92600,002723,0,0,5.33,11.34,7.91,10.59,2.48,-0.68,9.98,9.98,-4.75,6.05,-1.73,-4.1,-6.76,-3.38,-5.18,3.04,-7.13,-1.78,-4.75,-0.83,-6.53,-2.68,-8.86,-3.61,-9.68,-5.97,-11.94,-6.87
2018-10-25,71800,002112,5.9,0,10.36,14.83,0,14.83,14.83,0,9.95,3.83,-4.18,10.03,10.03,-4.18,-6.98,-3.2,-5.67,4.94,1.23,1.39,10.02,10.02,7.21,7.21,-1.35,-1.2,3.78,3.78,-4.51,-4.36
2018-10-26,27500,601099,14.11,13.17,3.79,10.19,4.29,8.96,4.48,-1.12,-2.8,-3.6,-3.64,6.18,1.82,-2.55,-1.87,-1.87,0.75,3.36,-2.96,-1.11,10,10,12.93,12.93,-0.38,1.52,10.82,10.82,-2.24,-0.37
2018-10-26,41400,600844,12.2,9.81,2.82,12.47,2.36,10.18,7.63,-2.04,0.27,-1.86,-7,4.59,2.17,-5.07,-5.09,-1.78,-2.8,2.54,0.26,0.52,0.52,3.93,-0.52,2.85,-0.78,-0.52,-2.29,1.02,-2.54,-2.29
2018-10-26,66100,002687,0,0,2.74,8.83,5.46,8.33,2.73,-0.45,9.98,9.98,-0.61,8.17,2.57,-0.15,-10,-3.79,-9.39,-0.61,-3.85,0,10.03,10.03,3.62,3.62,-9.45,-5.83,-0.3,-0.3,-12.88,-9.39
2018-10-26,53000,600909,14.72,13.49,2.71,6.67,1.87,5.84,3.89,-0.78,-3.11,-4.15,-3.77,2.64,0.75,-3.02,-3.7,-2.33,-2.33,1.75,-1.79,0,4.18,7.97,4.18,7.97,-1.79,0,1.75,5.45,-4.09,-2.33
2018-10-26,30800,002676,18.46,14.93,6.6,11.74,3.42,11,7.33,-0.67,-4.29,-7.14,-3.25,8.12,4.55,-2.6,-6.67,-6,-6.33,-2.67,-1.07,-1.07,0.71,3.91,0.35,3.55,-1.42,-1.42,-5.67,-2.67,-7.33,-7.33
2018-10-26,37400,600311,7.47,6.86,1.2,7.94,2.23,4.86,2.57,-2.86,2.94,2.35,-9.09,-1.87,-4.01,-6.42,-4.86,-0.29,-2.29,2,-5.85,-0.88,0.29,1.75,-1.72,-0.29,-7.74,-2.87,-2,-0.57,-8,-3.14
2018-10-26,52900,600687,11.6,11.37,2.3,7.69,5.35,6.4,1,-1.2,-1.25,-1.46,-6.62,0.57,-4.54,-5.48,-1.8,-1.8,-1,3.4,-9.9,-1.21,-3.84,0,-3.05,0.81,-9.16,-0.41,-4.8,-1,-10.8,-2.2
2018-10-26,46200,002560,12.96,12.14,4.65,7.42,1.03,7.42,6.33,0,-1.9,-2.62,-0.87,6.49,5.41,-0.87,-6.11,-5.46,-2.84,-0.44,-3.15,-1.12,1.12,3.37,3.93,6.24,-0.46,1.62,-1.75,0.44,-5.9,-3.93
2018-10-26,149500,002857,15.44,11.15,0.97,18.13,3.65,13.17,9.18,-4.2,-1.03,-4.71,-9.97,6.35,2.61,-6.02,-9.89,-0.36,-6.83,0.36,-5.35,1.83,1.76,4.97,-4.86,-1.86,-11.5,-4.79,-5.2,-2.21,-11.81,-5.12
2018-10-26,94400,600742,7.15,5.12,4.62,7.98,2.38,7.98,5.46,0,4.66,2.68,-3.07,4.66,2.22,-3.07,-6.45,-2.73,-4.59,-2.3,-1.49,-0.92,1.95,3.55,0,1.57,-3.37,-2.81,-2.73,-1.2,-6.01,-5.46
2018-10-26,129800,002034,9.91,8.17,6.53,18.72,1.17,18.21,16.85,-0.43,1.69,0.08,-9.86,7.01,5.78,-9.48,-0.43,-0.43,1.11,5.45,-7.32,0.76,-2.78,0.76,-1.28,2.31,-5.9,2.31,-1.7,1.87,-6.3,1.87
2018-10-26,76700,002232,2.27,0,4.69,9.93,1.22,9.5,8.18,-0.4,10.04,7.6,-1.56,8.21,6.91,-1.17,-7.65,-5.01,-4.49,-2.64,-3.59,-1.52,-1.38,0.83,-0.83,1.39,-3.06,-0.97,-5.8,-3.69,-7.92,-5.94
2018-10-26,98200,601990,15.94,15.53,2.88,7.07,2.6,6.03,3.34,-0.97,-4.82,-5.15,-6.31,0.31,-2.24,-5.4,-2.15,-0.65,-0.75,2.69,-1.95,0,9.98,9.98,9.86,9.86,-2.06,-0.11,9.15,9.15,-2.69,-0.75
2018-10-26,37200,000971,15.53,12.73,3.74,12.22,0,9.49,9.49,-2.44,-2.37,-4.73,-3.23,8.6,8.6,-0.81,-9.76,-8.67,-9.49,-4.07,-2.99,-0.9,1.2,2.1,0.3,1.19,-3.86,-1.78,-8.4,-7.59,-12.2,-10.3
2018-10-29,25300,600159,9.52,9.52,-0.2,7.69,1.61,3.7,2.06,-3.7,0.43,0.43,-7.51,-0.4,-1.98,-3.95,-4.53,-1.65,0,0.82,-2.47,-1.65,-0.82,0.41,0.84,2.09,-0.84,0,-0.82,0.41,-2.47,-1.65
2018-10-29,31200,600792,11.03,9.09,1.95,5.44,0.32,4.73,4.39,-0.68,0.7,-1.06,-5.77,-0.64,-0.96,-5.13,-2.03,-1.01,0.68,1.69,-2.01,-0.34,0.34,2.68,2.05,4.44,-0.34,1.37,1.01,3.38,-1.35,0.34
2018-10-29,40900,600684,9.07,9.07,0.99,7.96,1.5,5.17,3.62,-2.58,0.81,0.81,-7.82,-0.49,-1.96,-5.38,-3.88,-1.81,-0.52,0.78,-0.78,-0.26,0.78,1.56,2.11,2.89,0.53,1.05,0.26,1.03,-1.29,-0.78
2018-10-29,36400,000780,10.3,9.97,4.07,10.5,3.55,9.22,5.48,-1.15,0,-0.3,-5.77,4.12,0.55,-4.67,-5.19,-0.29,-1.44,0.58,-1.46,-0.58,1.75,5.56,0.58,4.34,-2.6,-1.73,0.29,4.03,-2.88,-2.02
2018-10-29,21300,600162,9.79,9.79,1.25,7.11,1.44,4.98,3.48,-1.99,0,0,-7.51,-0.94,-2.35,-5.63,-1.49,-0.5,1,1.99,-0.49,0.49,0.49,1.48,2,3,1,2,1.49,2.49,0.5,1.49
2018-10-29,96600,603081,9.65,8.54,2.17,6.22,0.83,4.96,4.1,-1.19,1.37,0.34,-5.18,0.72,-0.1,-4.04,-3.24,0,0.11,1.83,-0.97,0.11,0.43,1.62,0.54,1.73,-0.86,0.22,0.54,1.73,-0.86,0.22
2018-10-29,473200,603583,6.19,5.16,7.55,15.75,1.34,15.75,14.23,0,4.6,3.58,-10,4.18,2.81,-10,-3.38,-1.78,2.37,4.95,-1.35,-1.33,1.03,4.77,5.31,9.2,2.82,2.84,3.43,7.26,0.99,1.01
2018-10-29,23500,600743,10.85,10.33,3.4,8.93,3.39,8.44,4.89,-0.44,-0.47,-0.93,-4.68,3.83,0.43,-4.26,-4,-0.89,2.67,3.56,-3.03,-1.3,-2.16,0,1.35,3.59,0.45,2.24,0.44,2.67,-0.44,1.33
2018-10-29,64100,002201,2.56,2.07,2.12,14.04,0,10.03,10.03,-3.51,7.72,7.2,-9.98,2.65,2.65,-6.71,-3.01,0.5,10.03,10.03,-1.37,1.82,-1.22,6.99,8.15,17.14,7.99,11.48,8.7,17.73,8.53,12.04
2018-10-29,265300,603032,9.4,7.63,3.74,14.43,1.21,9.92,8.61,-3.94,2.2,0.54,-9.12,4,2.75,-5.39,-3.59,-0.16,-1.55,2.95,-4.49,-1.82,10,10,8.46,8.46,-5.83,-3.19,8.29,8.29,-5.98,-3.35
2018-10-29,51700,000031,7.48,7.48,2.54,7.61,1.16,6.3,5.08,-1.22,2.34,2.34,-6,1.16,0,-4.84,-3.05,-0.81,0.61,2.85,-1.01,-0.81,0.81,2.22,2.25,3.69,0.41,0.61,1.42,2.85,-0.41,-0.2
2018-10-29,48800,603778,0,0,2.85,8.88,1.49,8.88,7.29,0,9.91,9.91,-10.04,-2.05,-3.48,-10.04,-4.1,-3.87,0.91,2.96,-3.16,-2.03,0.68,1.35,5.69,6.4,1.66,2.84,1.59,2.28,-2.28,-1.14
2018-10-29,49100,002708,0,0,8.39,15.22,0,14.72,14.72,-0.43,10.09,10.09,-6.31,7.94,7.94,-5.91,-2.6,-2.6,9.96,9.96,-3.35,3.94,-0.59,8.07,12.22,22,9.11,17.33,9.31,18.83,6.28,14.29
2018-10-29,62700,600250,10,8.1,-0.19,5.11,1.15,2.49,1.33,-2.49,1.75,0,-6.38,-1.59,-2.71,-3.99,-1.83,0,2.82,5.48,-1.78,-0.48,0.32,1.62,3.16,4.49,1,2.33,3.16,4.49,1,2.33
2018-10-29,46300,000413,8.43,8.43,1.53,3.72,1.94,3.27,1.31,-0.44,1.43,1.43,-1.3,2.38,0.43,-0.86,-1.74,-1.74,3.05,4.79,-2.11,-0.21,-0.42,0.63,4.43,5.54,2.66,4.66,2.61,3.7,0.87,2.83
2018-10-29,56900,002762,11.79,9,4.88,9.28,3.51,9.28,5.57,0,0.97,-1.55,-5.27,3.51,0,-5.27,-5.38,-2.04,2.41,8.53,-2.54,-1.45,-1.27,0.91,3.22,5.49,1.89,3.03,1.11,3.34,-0.19,0.93
2018-10-29,56100,002059,7.68,6.05,3.89,7.9,0,7.51,7.51,-0.37,3.73,2.16,-3.03,4.63,4.63,-2.67,-4.76,0,-0.73,2.75,-2.21,-2.21,-0.92,0.74,-1.65,0,-2.93,-2.93,-1.65,0,-2.93,-2.93
2018-10-29,162800,002899,9.34,8.53,1.57,6.2,0.98,4.78,3.76,-1.34,1.35,0.61,-4.91,0.98,0,-3.62,-3.57,-2.17,0.45,0.57,-1.52,-0.63,0.57,1.33,3.26,4.04,1.11,2.02,1.02,1.78,-1.08,-0.19
2018-10-29,68000,000800,2.41,0.15,1.16,9.15,4.85,5.65,0.76,-3.21,9.87,7.44,-6.76,1.76,-2.94,-3.68,-3.66,-2.6,1.53,4.89,-2.56,-1.5,-2.11,1.5,2.04,5.8,1.57,2.66,-0.61,3.05,-1.07,0
2018-10-29,22400,600393,9.8,8.21,3.38,10.78,0.89,9.18,8.21,-1.45,1.47,0,-8.93,0.89,0,-7.59,-3.38,-1.45,0,3.38,-0.97,0.48,0.97,1.93,2.45,3.43,0.49,1.96,0.97,1.93,-0.97,0.48
2018-10-29,52500,002377,6.49,1.94,3.93,14.64,3.79,11.84,7.76,-2.45,7.97,3.35,-8.95,4.38,0.57,-6.67,-6.73,-2.45,1.02,6.12,-2.63,-2.63,-2.02,1.82,1.46,5.44,0.84,0.84,-1.02,2.86,-1.63,-1.63
2018-10-29,33000,600240,9.63,9.27,3.79,12.79,2.08,11.33,9.06,-1.29,0.67,0.33,-7.58,4.24,2.12,-6.36,-4.53,-3.88,-1.29,2.27,-3.28,-0.66,-1.64,0.98,1.01,3.7,-0.67,2.02,-2.91,-0.32,-4.53,-1.94
2018-10-29,92400,000668,10.66,9.87,3.27,9.89,4.77,7.97,3.06,-1.75,0.12,-0.6,-2.6,7.03,2.16,-0.87,-8.73,-3.82,-0.98,3.71,-2.76,-1.1,-1.1,1.76,1.82,4.77,0.11,1.82,-2.07,0.76,-3.71,-2.07
2018-10-29,294600,603078,13.09,13.09,3.38,8.11,4.74,7.51,2.64,-0.56,-2.73,-2.73,-2.85,5.02,0.27,-2.31,-3.79,-3.06,0.42,1.42,-1.18,-1.18,1.7,3.6,5.34,7.31,2.37,2.37,2.12,4.03,-0.76,-0.76
2018-10-29,118500,002909,9.42,9.42,2.89,6.53,0.5,5.88,5.35,-0.61,0.56,0.56,-4.39,1.86,1.35,-3.8,-3.07,0.18,0.44,4.47,-0.61,0.17,1.83,2.88,2.1,3.15,-0.35,0.44,2.28,3.33,-0.18,0.61
2018-10-29,117600,603701,0,0,5.15,9.39,6.61,9.39,2.61,0,10.01,10.01,-2.21,6.97,0.34,-2.21,-6.7,-6.7,2.52,8.52,-1.19,-1.19,3.73,8.4,13.98,19.11,8.57,8.57,6.35,11.13,1.3,1.3
2018-10-29,39900,600249,9.62,7.84,3.63,9.84,3.25,9.26,5.82,-0.53,1.93,0.28,-5.76,3.51,0.25,-5.26,-2.38,-1.32,3.44,8.47,-1.79,-0.51,-1.53,1.28,3.22,6.17,2.95,4.29,1.85,4.76,1.59,2.91
2018-10-29,33600,002076,2.13,0.3,4.79,9.93,0.61,9.93,9.27,0,9.84,7.87,-10.12,-1.19,-1.79,-10.12,-0.33,-0.33,9.93,9.93,-2.41,-0.6,-0.9,7.23,9.3,18.27,7.64,9.63,8.94,17.88,7.28,9.27
2018-10-30,270700,002937,14.22,12,-0.51,13.5,0.87,6.65,5.73,-6.04,-1.79,-3.7,-9.72,2.48,1.59,-3.92,-1.54,-0.5,6.11,9.5,-3.44,-1.16,-2.72,7.5,3.75,14.64,2.98,5.41,3.23,14.07,2.46,4.88
2018-10-30,100700,603669,9.69,9.69,-0.03,6.08,1.28,3.42,2.11,-2.51,0.33,0.33,-3.67,2.18,0.89,-1.19,-0.8,-0.1,1.41,1.81,-1.39,0,-1.19,1.88,0.3,3.42,0.1,1.51,0.2,3.32,0,1.41
2018-10-30,28300,000517,6.39,1.07,-1.67,16.08,4.96,7.25,2.17,-7.61,8.95,3.5,-9.89,4.59,-0.35,-2.47,-5.07,-3.99,-3.26,-0.72,-2.25,-0.37,-2.25,4.87,-1.51,5.66,-1.51,0.38,-5.43,1.45,-5.43,-3.62
2018-10-30,198700,002902,6.37,4.58,0.17,15.15,6.67,8.72,1.93,-5.58,5.2,3.43,-6.29,7.9,1.16,-0.75,-4.11,-3.14,2.99,5.53,-3.64,-2.46,-2.95,5.76,3.19,12.46,2.46,3.72,-0.05,8.92,-0.76,0.46
2018-10-31,29700,601099,13.36,11.24,0.41,4.98,1.72,3.15,1.4,-1.75,-1.11,-2.96,-5.39,-0.67,-2.36,-3.7,-2.1,-0.7,-1.75,6.64,-1.42,1.42,1.07,2.49,0,1.41,-2.46,0.35,-0.7,0.7,-3.15,-0.35
2018-10-31,47900,000416,13.24,11.4,5.21,11.85,4.43,10.9,6.2,-0.85,-1.15,-2.76,-3.13,8.35,3.76,-2.3,-4.7,-3.21,0,4.27,-3.42,-1.28,-0.64,1.5,2.65,4.86,-0.22,1.99,-0.64,1.5,-3.42,-1.28
2018-10-31,42400,600864,12.77,9.84,0.73,5.04,0.72,2.96,2.22,-1.98,0.26,-2.34,-6.37,-1.65,-2.36,-4.48,-1.23,-0.25,0,6.42,-0.74,1.98,1.48,3.46,1.73,3.71,-0.5,2.23,1.48,3.46,-0.74,1.98
2018-10-31,65800,002687,14.43,10.03,2.71,7.7,1.08,6.83,5.69,-0.81,0,-3.85,-7.29,-0.15,-1.22,-6.53,-4.55,-3.41,3.25,10.08,-3.15,-0.79,1.89,4.41,8.92,11.62,3.54,6.06,5.2,7.8,0,2.44
2018-10-31,50300,601375,13.8,9.83,0.21,5.29,2.68,3.11,0.41,-2.07,0.22,-3.28,-5.96,-0.99,-3.58,-3.98,-2.07,-0.41,-2.07,5.38,-1.27,2.54,2.33,3.17,0.62,1.46,-2.91,0.83,0.21,1.04,-3.31,0.41
2018-10-31,89400,601066,13.02,9.96,1.4,5.95,3.18,4.49,1.27,-1.38,0,-2.71,-4.14,1.57,-1.57,-2.8,-0.35,0.46,0.69,7.71,-0.46,2.74,4.57,5.49,4.81,5.73,-0.23,2.98,5.29,6.21,0.23,3.45
2018-10-31,38100,600112,10.12,9.8,3.66,9.12,4.36,7.67,3.17,-1.32,0.29,0,-2.1,6.82,2.36,-0.79,-1.85,0,-0.53,3.17,0,1.86,2.13,2.66,1.59,2.12,-0.53,1.32,1.59,2.12,-0.53,1.32
2018-10-31,92000,600061,10.44,9.39,0.55,4.74,1.42,3.11,1.67,-1.56,0.6,-0.36,-3.7,0.87,-0.54,-2.17,0.22,0.22,5.78,10,-2.31,1.68,2.21,3.36,7.87,9.09,3.1,7.32,8.11,9.33,3.33,7.56
2018-10-31,38000,000679,11.44,10.14,3.33,6.93,4.16,6.93,2.67,0,0,-1.16,-1.32,5.53,1.32,-1.32,-1.6,2.93,-1.07,2.93,0.81,1.35,2.16,3.5,-1.81,-0.52,-3.11,-2.59,1.07,2.4,-0.27,0.27
2018-10-31,65800,002201,13.45,9.48,3.6,8.47,5.07,8.31,3.08,-0.15,0.5,-3.01,-1.37,6.99,1.82,-1.22,-2,-1.54,-2,0.92,-0.16,0.16,1.1,1.88,0.62,1.41,-0.62,-0.31,-0.92,-0.15,-2.15,-1.85
2018-10-31,19500,600186,11.43,10.17,3.09,8.29,4.5,8.29,3.63,0,0,-1.13,-1.03,7.18,2.56,-1.03,-2.59,-1.04,-2.07,0,0.53,0.53,1.06,2.12,0,1.05,-0.52,-0.52,-1.04,0,-1.55,-1.55
2018-10-31,49000,000750,13.69,11.36,0.86,6.94,1.02,4.23,3.17,-2.54,-1.12,-3.15,-5.92,0.61,-0.41,-3.47,-2.11,0,-1.69,7.61,-0.65,1.72,2.58,3.87,0.85,2.11,-2.33,0,0.85,2.11,-2.33,0
2018-10-31,46200,600173,7.44,6.21,2.22,11.11,2.67,8.7,5.87,-2.17,3.57,2.38,-2.6,8.23,5.41,-0.43,-6.96,-5.65,-4.13,-0.87,-2.27,-0.45,-0.68,1.81,0.92,3.46,-0.69,1.15,-4.78,-2.39,-6.3,-4.57
2018-10-31,166800,002869,9.74,9.38,2.75,5.83,1.47,5.83,4.29,0,0.59,0.26,-2.28,3.42,1.92,-2.28,-0.98,-0.86,-0.31,2.94,-0.06,1.11,2.03,3.14,2.6,3.71,0.5,1.67,1.72,2.82,-0.37,0.8
2018-10-31,121600,002635,10.34,9.85,0.73,4.61,0,3.39,3.39,-1.16,0.18,-0.27,-1.81,2.71,2.71,-0.66,-1.41,0.17,-1.24,2.07,1.59,2.93,6.71,7.21,5.21,5.7,0.17,1.49,5.38,5.88,0.33,1.66
2018-10-31,180400,603016,8.94,6.75,4.2,9.41,0.16,8.92,8.75,-0.45,3.05,0.98,-2.22,6.98,6.82,-1.77,-2.37,-1.81,-2.09,1.98,0.58,2.94,1.21,3.29,0.92,2.99,0.29,2.64,-0.9,1.13,-1.52,0.79
2018-10-31,50800,002708,12.89,12.89,4.57,11.81,3.98,8.71,4.55,-2.77,-2.6,-2.6,-3.35,8.07,3.94,-0.59,-6.14,-4.95,2.38,7.92,-4.26,-2.32,-1.16,0,6.46,7.71,3.12,5.21,1.19,2.38,-1.98,0
2018-10-31,95800,002774,22.04,11.4,1.21,3.4,1.99,2.96,0.95,-0.42,-1.26,-9.87,-1.77,1.57,-0.42,-1.36,-1.27,-1.27,-0.74,1.69,-1.6,0.96,2.35,5.33,2.89,5.89,-1.07,1.5,1.59,4.55,-2.33,0.21
2018-10-31,53700,000757,13.53,12.11,0.59,5.47,1.89,3.25,1.34,-2.1,-1.84,-3.07,-4.66,0.56,-1.3,-2.61,-1.91,-1.53,-1.53,0.19,-0.78,0.78,1.36,1.94,1.36,1.94,-0.78,0.78,-0.19,0.38,-2.29,-0.76
2018-10-31,28600,000677,12.16,11.72,0.86,10.91,3.74,7.02,3.16,-3.51,-1.54,-1.92,-3.85,6.64,2.8,-0.35,-5.96,-2.46,-2.81,0,-0.72,1.08,2.53,6.5,2.16,6.12,-1.08,0.72,-0.35,3.51,-3.51,-1.75
2018-10-31,39500,000629,10.64,9.72,1.94,5.37,2.23,5.1,2.81,-0.26,0.28,-0.56,-1.01,4.3,2.03,-0.76,-2.3,0.77,-1.53,2.81,0.52,0.52,5.44,8.55,3.04,6.08,-1.77,-1.77,3.83,6.89,-1.02,-1.02
2018-10-31,31600,600586,9.72,8.97,2.59,7.14,2.8,6.8,3.88,-0.32,1.05,0.35,-2.53,4.43,1.58,-2.22,-1.94,-0.65,-0.65,0.97,-0.33,1.3,1.3,1.3,1.3,1.3,-0.33,1.3,0.65,0.65,-0.97,0.65
2018-10-31,33200,002076,10.3,10.3,1.91,9.88,7.88,8.21,0.3,-1.52,-0.33,-0.33,-2.41,7.23,-0.6,-0.9,-3.65,-2.74,-3.34,0,-1.26,1.89,0.94,3.14,0.31,2.5,-1.88,1.25,-2.43,-0.3,-4.56,-1.52
2018-10-31,48600,600191,13.55,9.46,3.78,9.57,3.41,8.88,5.29,-0.63,0.45,-3.17,-3.29,5.97,2.47,-2.67,-2.75,-2.54,0.85,5.29,-0.63,1.89,0.42,3.77,3.9,7.38,2.82,5.42,1.27,4.65,0.21,2.75
2018-11-01,50200,002615,4.8,4.58,4.03,6.92,0,6.71,6.71,-0.2,5.26,5.04,-2.19,4.58,4.58,-1.99,-0.2,0,6.1,7.72,-3.07,-2.87,2.3,4.41,8.54,10.77,2.85,3.05,8.54,10.77,2.85,3.05
2018-11-01,98700,000831,8.11,7.4,1.18,6.62,4.14,4.56,0.41,-1.93,2.45,1.78,-2.03,4.46,0.3,-0.1,-1.52,0.41,1.42,2.03,-3,-1,-1,0.7,0,1.72,-2.02,0,0.41,2.13,-1.62,0.41
2018-11-01,80400,600146,8.8,7.77,3.7,7.59,1.8,6.92,5.03,-0.63,2.05,1.09,-1.74,5.72,3.86,-1.12,0.63,1.76,1.89,5.53,-0.12,0,1.98,3.33,2.1,3.46,0,0.12,3.9,5.28,1.76,1.89
2018-11-01,42900,002629,11.72,11.14,-0.37,4.6,1.17,2.13,0.95,-2.36,-1.03,-1.54,-3.73,0.7,-0.47,-1.4,-0.95,-0.95,1.65,4.73,-1.4,-0.7,4.19,4.65,6.92,7.4,1.19,1.91,5.91,6.38,0.24,0.95
2018-11-01,30500,601218,0,0,2.65,7.61,2.41,6.45,3.94,-1.08,10.11,10.11,-9.51,-2.62,-4.92,-8.52,0.72,2.87,2.87,8.6,-4.53,-4.18,0.7,2.44,0.7,2.44,-4.53,-4.18,3.58,5.38,-1.79,-1.43
2018-11-01,33400,000670,9.51,8.44,3.91,8.76,0,8.76,8.76,0,1.32,0.33,-0.9,7.78,7.78,-0.9,-1.21,-0.6,1.51,2.72,-1.49,-0.6,5.95,6.55,8.21,8.81,0.61,1.52,7.55,8.16,0,0.91
2018-11-01,28600,000692,10,10,2.24,6.96,1.04,6.57,5.47,-0.36,0,0,-4.55,2.1,1.05,-4.2,-2.19,1.09,0.73,2.19,-2.54,0.72,3.26,3.26,2.89,2.89,-2.89,0.36,4.01,4.01,-1.82,1.46
2018-11-01,81800,002725,0,0,1.39,11.28,4.65,7.47,2.69,-3.43,9.95,9.95,-3.55,7.33,2.57,-0.12,-1.96,0.12,1.22,2.57,-2.66,-0.97,-1.69,1.93,-0.61,3.06,-1.59,0.12,-0.49,3.18,-1.47,0.24
2018-11-01,68100,601068,9.84,8.79,4.82,8.81,0.99,8.81,7.75,0,1.13,0.16,-3.38,5.14,4.11,-3.38,-0.46,0.15,1.52,2.58,0.3,2.99,1.5,4.64,2.88,6.07,1.67,4.4,3.04,6.23,1.82,4.56
2018-11-01,154000,603331,9.76,9.14,3.71,6.86,0.25,6.79,6.52,-0.07,0.79,0.21,-2.53,4.16,3.9,-2.47,-1.2,-0.87,-0.27,1.4,-2.4,-0.6,-0.53,1.2,0.07,1.81,-1.81,0,-0.8,0.93,-2.66,-0.87
2018-11-01,41800,000835,10,10,2.24,5.74,1.19,5.74,4.49,0,0,0,-4.07,1.44,0.24,-4.07,-1,1,1,2.74,0.25,0.74,2.47,5.68,2.47,5.68,0.25,0.74,3.49,6.73,1.25,1.75
2018-11-01,122200,603315,10.49,10.49,2.89,14.97,5,11.07,5.79,-3.39,-0.45,-0.45,-4.34,9.98,4.75,-0.98,-4.46,-2.48,-0.66,-0.33,-3.33,-2.58,-1.58,-0.58,0.25,1.27,-1.53,-0.76,-2.23,-1.24,-3.97,-3.22
2018-11-01,67500,600306,10.47,10.11,3.21,7.22,1.31,6.89,5.51,-0.31,-0.16,-0.49,-3.56,3.41,2.07,-3.26,0.15,1.99,2.14,3.68,-0.15,1.2,4.05,7.05,4.2,7.21,0,1.35,6.28,9.34,1.99,3.37
2018-11-01,266200,603790,10.5,10,2.31,5.68,3.23,5.47,2.17,-0.19,0,-0.45,-3.42,2.07,-1.13,-3.23,0.16,1.59,3.26,4.74,1.88,4.21,5.45,10,7.18,11.81,3.55,5.92,8.89,13.59,5.2,7.61
2018-11-01,57900,600152,10.71,9.45,2.19,6.7,1.68,5.77,4.02,-0.87,0.57,-0.57,-2.07,4.49,2.76,-1.21,-2.1,0,3.67,6.29,-3.54,-0.67,-2.19,-0.67,1.4,2.97,0,2.97,1.4,2.97,0,2.97
2018-11-01,317900,603076,10,10,0.1,6.11,2.89,3.89,0.96,-2.09,0,0,-7.27,-1.6,-4.37,-5.28,-1.93,-0.66,0.46,2.96,-4.73,-2.38,-2.51,-0.66,-1.4,0.47,-3.64,-1.27,-2.06,-0.2,-4.28,-1.93
2018-11-01,297100,603706,10.24,10.12,2.07,5.36,1.84,4.93,3.03,-0.41,-0.11,-0.22,-2.73,2.49,0.64,-2.32,-0.07,0.96,2.24,3.03,0.78,3.84,4.48,5.12,5.8,6.45,2.05,5.15,6.82,7.48,3.03,6.17
2018-11-01,36400,600614,8.66,7.69,5.89,11.11,0,11.11,11.11,0,2.11,1.21,-1.1,9.89,9.89,-1.1,-0.28,0.83,1.94,3.89,-1.63,-0.82,4.36,8.45,5.51,9.64,-0.55,0.28,6.39,10.56,0.28,1.11
2018-11-01,46800,600784,8.84,8.84,3.27,7.08,6.62,7.08,0.43,0,1.18,1.18,-0.43,6.62,0,-0.43,-1.5,-0.86,0.86,1.93,-1.49,-1.28,5.53,10,7.36,11.9,0.22,0.43,6.44,10.94,-0.64,-0.43
